title,text,rating
"Quay lại sau thời gian dài, nhưng phục vụ tệ và đồ uống không đạt","Thời sinh viên mình vào đây khá nhiều, có một số kỉ niệm nho nhỏ
hôm qua quay lại chất lượng phục vụ quá tệ, không chuyên nghiệp
mình gọi sữa chua đánh đá, đổi sữa chua hộp và đá vào không thèm đánh gì cả @@ 28k của tôi
nhân viên bát nháo
không gian nhìn ra sư phạm mùa này đang có hoa muồng vàng nở rất đẹp và tường bằng kính có thể nhìn ra bên ngoài
thực sự là không thể chấp nổi được cách phục vụ và đồ uống ở đây
quán buổi trưa có phục vụ thêm đồ ăn nên khá đông khách từ các giảng viên ở đại học sư phạm sang ăn trưa",1
"Phố cổ hà nội, thật tuyệt vời","Hôm nay, lần đầu tiên đặt chân đến phố cổ hà nội cùng gia đình. Cảm giác thật là khác biệt so với đà nẵng. Hội an vẫn đó nhưng phố cổ hà nội có 1 nét cổ kính rất riêng so với hội an",3
Biển đẹp,"Mình thích ra biển vào buổi chiều, bờ biển sạch nước ấm, nhiều hàng rong được bày bán trên bờ biển nhưng người dân luôn ý thức vệ sinh môi trường, bãi cát sạch ngồi nằm thật thoải mái, đừng quên lưu lại vài hình ảnh đẹp nhé👌",3
"Bãi biển sạch và quy củ, nước biển trong, sóng lặng.","Gia đình tôi luôn đến bãi biển An Bàng mỗi khi nghỉ ở Hội An.
Đây là bãi biển còn khá tự nhiên, dịch vụ mỗi năm một tốt hơn, các dịch vụ trên bãi biển được quy hoạch và quản lý khá khoa học, bài bản, nước biển trong, lặng nên bơi lội rất thích.
Đồ ăn ở các nhà hàng cạnh bãi biển có mức giá khá hợp lý.",3
I love you,"Ở đây 2 ngày trải nghiệm mình thật sự thấy thích nơi này và yêu quý nhân viên ở đây,và mình cũng thích nhất không gian sinh hoạt chung của hostel.trong phòng nghỉ rất sạch sẽ thoáng mát kết hợp các cây xanh được để trong phòng, tôi thấy thật sự thấy thoải mái và trong lành chắc chắn sau này tôi sẽ quay trở lại đây 1 lần nữa .cảm ơn Ga Hostel đã cho tôi 1 trải nghiệm tuyệt vời ở đây.",3
Không nhận được sản phẩm,Tôi không hề nhận được sản phẩm này.,1
View phố nhộn nhịp,"Đồ ăn ổn, sạch sẽ. Thịt tươi. Tẩm ướp vừa vị. Ăn rất ngon. Không gian nhoài trời thoáng mát và view phố nhộn nhịp.",3
Đi chơi,Tôi đi một mình đến đây và được bartender Lân tư vấn nhiệt tình giúp tôi chọn đường đồ uống mình mong muốn. Không gian ở đây rất đẹp và thoáng mát. Lần sau tôi sẽ quay trở lại cùng bạn bè và ng thân thường xuyên.,3
Xả stress,"Nơi xả stress tuyệt vời các bạn nhé, đồ ăn ngon nè, phục vụ dễ thương nè, mà yên tĩnh sạch sẽ nữa nhé!  Like mạnh lun!❤️",3
"Cảnh đẹp, món ăn ngon, giá cả cũng tốt , và đặc biệt là phong cách phục vụ nhiệt tình","Nhân viên nhiệt tình, cảnh ở quán rất lãng mạng, đặc biệt là ngoài trời view rất đẹp. Món ăn rất ngon, trang trí nước và đồ ăn cũng rất đẹp mắt. Rất hài lòng về quán. Đặc biệt cảm ơn 2 bạn nhân viên Linh và Trí đã chụp hình cho nhóm mình và phục vụ rất tận tình",3
Ăn trưa tại Era Quán,"Mình cùng bạn ăn trưa tại Era vì thất nhiều người khen. tưởng không ngon mà ngon không tưởng. thịt tươi ngon, đồ uống cũng đẹp nữa. vote cho era",3
"Bún bò ít ỏi, mỳ chính nhiều, ăn xong cứng cổ","2 chị e lang thang, đã thấy mấy lần đông đúc, nên lần này vào ăn thử! 
Gọi 1 bát đuôi lưỡi và 1 bát móng. Lèo tèo, lõng bõng bún. Lại bị mỳ chính nên ăn xong cứng hết cả cổ!!!

Thật ra là đông là do quán bên cạnh, có giả cầy. Hớ! Lần sau nếu lạc ở khu ấy sẽ thử món giả cầy!",1
Đồ uống,"Địa điểm tuyệt vời trên phố cổ, chilling cùng bạn bè rất phù hợp, phục vụ rất thân thiện và nhiệt. Bạn Nhi và Thuý là 2 bạn nhân viên rất cute, trải nghiệm vui lắm ạ ☺️☺️☺️",3
Một thoáng Ngũ hành,"Chưa đi chưa biết Ngũ Hành..
  Đi rồi mới biết Ngũ Hành có chỉ
 Nên đến một lần khi đến đà nẵng.. đặc biệt khi vào lúc trời nắng đẹp sẽ cảm nhận được quang cảnh thiên nhiên huyền bí..",3
Một nơi tốt để chụp ảnh,"Nhà thờ lớn nằm hiên ngang trong những ngóc ngách con phố nhỏ ở HN. Cổ kính và yên bình, là nơi thích hợp để các bạn trẻ chụp ảnh và uống trà tranh cả buổi sáng và buổi tối! Mùa kỉ yếu hay mùa cưới cũng rất nhiều cặp đôi tới đây! Nên thử nhé!",3
Bò nướng era 48 mã mây,"Đồ ăn ngon, sạch sẽ
Nhân viên và chú chủ siêuuu đáng yêu, nhiệt tình
Khoong gian thoáng mát sạch sẽ, sẽ quay lại lần tới ạa!!!",3
"Khác chất liệu, không hài lòng","Hai màu mua hai chất liệu vải khác nhau , người bán không nhiệt tình tư vấn lắm nói chung chưa được hài lòng.",1
Thăm Lăng Bác,Một nơi trang nghiêm . Tưởng nhớ người vĩ đại. Một không gian trong lành nhất thủ đô . Tất cả mọi nơi rất sạch sẽ.,3
Ăn tối cùng gia đình,"Bữa tối tuyệt vời cùng gia đình, nhân viên phục vụ nhiệt tình và thân thiện. Đồ ăn tươi ngon đặc biệt là món bò nướng tại bàn. Cơm rang thịt ba chỉ chiên mắm cũng rất cuốn miệng.",3
Nhà thờ đẹp nhất Hà Nội,"Lần đầu được đi thăm phố cổ Hà Nội và nhà thờ lớn Hà Nội, tôi cảm thấy rất đẹp, cuốn hút. Có rất nhiều hoạt động hấp dẫn du khách. Chúng tôi sẽ quay trở lại vào dịp khác.",3
Cảm ơn đội ngũ nhân viên tuyệt vời của Sunworld Bà Nà Hills,"Cảm ơn các bạn nhân viên an ninh của Bà Nà( Anh Hoàng và anh Sa) và nhân viên hỗ trợ hàn lý (anh Việt) đã giúp tôi hoàn thành nhiệm vụ trong chuyến thăm quan Bà Nà vừa qua. Nếu không có các anh thì có lẽ vị khách lớn tuổi phải di chuyển bằng xe lăn khó có thể tận hưởng được cảnh đẹp và chuyến tham quan vừa rồi. Các anh đã giúp chúng tôi dễ dàng di chuyển và tiết kiệm thời gian cho chuyến thăm quan.
Trân trọng!",3
Nói chung là tệ,"Tệ 👎🏻 bánh bao khô, ít nhân, ăn có vị kì kì sao á, vỏ bánh quá nhiều và rời rạc :<",1
Hồ Hoàn Kiếm đi vào lòng người,Tôi cảm thấy tuyệt vời khi mỗi buổi tối đi bộ dạo quanh hồ Hoàn Kiếm. Không khí trong lành. Sự nhộn nhịp của phố phường mang một không gian riêng. Phố cổ Hà Nội mang vẻ cổ kính reo phong. Các quán ăn ven đường tạo nên cái chất của người Hà Nội.,3
Hy vọng lần sau tốt hơn,Cảm ơn shop nhé.,2
"Biển sạch đẹp, nhìn thấy san hô","Mình book tour với giá 600k/người, được đưa đón từ khách sạn tới bến cảng, đi tàu siêu tốc tới đảo, đi dạo quanh đảo ngắm cảnh đẹp tuyệt vời, ngắm san hô, ăn uống tại đảo và có xe đón về lại khách sạn. Đây là đảo đẹp nhất mà mình được tới (cũng do mình ít đi du lịch) và người dân ở đây thân thiệt tốt bụng không ngờ, đáng yêu kinh khủng. Một trải nghiệm tuyệt vời khi tới đây du lịch.",3
Đón khách Trung Quốc đến thăm Việt Nam,"Phục vụ tốt (bạn Jully), đồ ăn ngon, view đẹp, không khí sôi động, tôi rất hài lòng với dịch vụ ở đây",3
Trường Đại Học đầu tiên của Việt Nam,"Hồi sinh viên đi, mới đây đưa đứa em đi tiếp, là nơi yên tĩnh, nhiều khách nước ngoài 
Nơi các bạn thấy một Hà Nội khác ạ",3
Điểm đặc sắc nhất là view,"Quán nằm trên tầng 5 của hàm cá mập nên nhìn được view bờ hồ khá đẹp. Nên đặt ăn tối để phố lên đèn cho đẹp.
Nếu được thì nên goi điện đặt bàn trước để được ngồi bên ngoài.
Chủ quán hình như là anh người nước ngoài nên rất lịch sự vui vẻ. Tuy nhiên nhân viên không phải ai cũng tốt. Có mấy bạn nam thì rất lịch sự vui vẻ. Nhưng hôm đó bọn m gặp ngay 1 bạn nữ cứ nhăn nhó. 
Mình dẫn 1 gia đình người Nhật đi ăn. Mình đã đặt bàn phía ngoài rồi nhưng sau đó là  ngồi ở hiên. Dù vẫn nhìn thấy view nhưng khách có nhờ mình hỏi là muốn đổi bàn ra hẳn ngoài để nhìn rõ hơn.Nhân viên nhất định ko cho đổi :))) bảo là sợ mưa với lại nếu bọn m ra thì mọi người đều ra. Khách mình bảo là ko sợ mưa và họ muốn ngồi 1 lúc mà nhất định ko cho. Thế là mình giải thích lại. 1 lúc sau thì lại thấy một nhóm mới ngồi vào đó luôn. Tổ sư khách nó hỏi mà mình không biết giải thích như thế nào luôn.
Đặc sắc nhất là cái view thôi chứ đồ ăn cg bình thường. Ở đấy treo ảnh chụp với hoàng tử nước anh rồi một số nhân vật nổi tiếng nên nhìn oách vãi. Nói chung là khách cũng hài lòng chứ không mình cg claim luôn.",2
"Cách làm việc thiếu minh bạch, gây mất niềm tin cho khách hàng",vậy ngay từ đầu đừng nói là mua lại. làm ăn kiểu vậy ai dám mua nữa?,1
"Tạm ổn, giao hàng rất nhanh",Tạm ổn Thời gian giao hàng rất nhanh.,2
"Màu áo không giống hình, form nhỏ",Áo màu không giống hình form nhỏ.,1
"Giao hàng kém, chất lượng tệ, chỉ có nước dùng khá ngon","Mình vừa đặt 5 bát bún ở quán này trên Foody để ăn trưa. Ngay từ lúc nhận hàng đến lúc ăn, mình vô cùng tức giận và không chịu nổi. Chưa bao giờ mình phải review về món ăn gì, đặc biệt là phản hồi với mục đích không hài lòng một chút nào.
Mình không biết bát bún được lấy từ quán hay do nhân viên giao hàng lấy từ đâu, nhưng hoàn toàn sai so với những gì mình đặt. Khi nhận hàng, mình hỏi nhân viên giao hàng là sao lại đựng trong túi bóng à anh? Anh ấy bảo là em không biết, họ đưa thế nào thì em giao thế đó.

Mình đặt 5 bát bún riêu ốc đặc biệt nhưng khi nhận được thì như sau:

    5 túi bún đựng trong túi nilon. May mà cơ quan mình có bát và đũa, nếu người nhận không có bát đũa thì ăn kiểu gì? (bát trong hình là của mình).
    Bát bún riêu ốc đặc biệt của mình chỉ gồm: khoảng 5 miếng thịt bèo nhèo mỡ (mình đoán là thịt lợn) và ốc. Không hề có riêu, giò, hành... và đẹp như trong hình.
    Bún thì quán đã cho luôn vào cùng nước nên rất mềm, nhũn.
    Tuy nhiên, điểm cộng mà nhiều người khen là nước dùng khá ngon. Chỉ có vậy.

Những người khác thì không biết, nhưng bản thân mình vô cùng không hài lòng nên phải review ngay khi ăn. Rất mong nhận được phản hồi từ quán hoặc Foody.",1
Áo đẹp nhưng giao hàng chậm,Áo đẹp mà giao lau quá.,1
Sạc dễ bị tuột,Sạc thì chân micro ngắn dễ bị tuột ra khỏi máy nếu vừa sạc vừa dùng.,1
Không có biển thông báo khi mang đồ ăn vào,"Mình và bạn mình đến đây vào buổi trưa, có mang theo đồ ăn tự làm ( đồ của mình rất sạch sẽ, gọn gàng). Khi đặt mông xuống chuẩn bị check in thì nhân viên có vào nói rằng “ anh chị không nhìn thấy biển ở ngoài cửa không được mang đồ ăn ngoài vào à” mình cũng ngập ngùi cất đồ ăn vào. Nhưng thực sự lúc ra chúng mình đều kh thấy có bất kì một cái biển nào ghi như vậy!!!
Thật sự khó chịu",1
Đúng giá tiền,Đúng giá tiền.,2
quá nhiều phí dịch vụ và cHÁO NHẬn được quá ít,"Vì đã order 1 lần rồi, thấy đồ ăn ok phết! Ai ngờ lần này thật không thể chấp nhập được, nên mới phải đăng bình luận với hi vọng quán làm ăn đàng hoàng hơn! Một hộp cháo cả phí ship tận 55K mà kết quả mình chỉ nhận được 1 nửa hộp. Giá trên Foody đã ghi bao gồm tiền hộp, rồi cộng phí dịch vụ và phí ship thế mà lượng cháo nhận được cứ như thể bớt đi để trừ tất cả các phí kia. Không hiểu quán nghĩ gì, chắc ĐO đúng 1 bát con rồi múc cho khách! Mọi người có thể xem hình!",1
Buổi trưa gia đình tụ họp ăn uống rất thú vị,"Không khí rất thoải mái phù hợp tốt thức ăn ngon. Phương phục vụ tốt , nhã nhặng. ♥️♥️♥️♥️♥️♥️ Cảm ơn các bạn nhân viên nhiêu",3
Nước sốt chấm nướng rất ngon,"Nước sốt vừa miệng, đồ ăn ngon, đặc biệt các món chiên mắm rất tuyệt. Không gian ấm cúng. Nhà hàng sạch sẽ phục vụ nhiệt tình",3
"nhân viên nữ siêu siêu kém, chả bù cho nam","Tìm địa chỉ hơi khó khăn một chút nhưng cuối cùng mình cũng đến nơi. Không gian yên tĩnh và nhẹ nhàng rất tuyệt! Thái độ phục vụ của anh nhân viên chính thì rất nhiệt tình, nhưng mấy chị mang đồ ăn lên trông không được vui vẻ lắm.
Nhóm mình có 3 người, gọi 1 canh, 1 viên rán, 1 sốt đậu, 1 gà chay, 1 rau củ luộc và đồ uống. Mọi thứ ăn no căng hết 300k, mình thấy tạm ổn",1
Quá đỉnh,"Món chay đậu hủ ky cuộn rau củ và rau củ xào hạt hổ phách trong tổ chim ăn rất vừa miệng và hợp khẩu vị của tôi. Đặc biệt món Tu Ti vừa chua vừa ngọt rất lạ miệng, được 2 em Hồng Đào và Hiền phục vụ tôi rất hài lòng.",3
Phố cổ Hà Nội - Phan Đình Phùng,"Một trong những phố đẹp nhất Hà Nội. Hè đường rộng rãi với các hàng cây sấu cổ to cao, rợp bóng giá trị nhất khi vào hè. Phố cổ mà chưa bao giờ bị ngập trong thời Hanoi ko vội được đâu vì mưa lớn kéo dài.",2
Bải biển đẹp,"Bãi biển đẹp, người dân thân thiện, bãi biển không bị quá đông đúc, Mình sẽ quay lại vào dịp gần nhất.",3
